label,text,length,cleaned_text
ham,it is only yesterday true true ,31,yesterday true true
ham,k k how is your business now ,29,k k busi
ham, pa but not selected ,22,pa select
ham,well thats nice too bad i cant eat it,38,well that nice bad cant eat
ham,i accidentally brought em home in the box,41,accident brought em home box
ham,pls she needs to dat slowly or she will vomit more ,51,pl need dat slowli vomit
ham,i have to take exam with in march ,35,take exam march
ham,jane babes not goin wrk feel ill after lst nite foned in already cover me chuck ,89,jane babe goin wrk feel ill lst nite fone alreadi cover chuck
ham, nights we nt staying at port step liao too ex,51,night nt stay port step liao ex
ham,if i die i want u to have all my stuffs ,40,die want u stuff
ham, oh fuck juswoke up in a bed on a boatin the docks slept wid year old spinout giv u da gossip l r xxx ,112,oh fuck juswok bed boatin dock slept wid year old spinout giv u da gossip l r xxx
ham,i re met alex nichols from middle school and it turns out he s dealing ,71,met alex nichol middl school turn deal
spam,private your account statement for fone no shows un redeemed s i m points call identifier code expires ,146,privat account statement fone show un redeem point call identifi code expir
ham,it means u could not keep ur words ,35,mean u could keep ur word
ham,nope i m still in the market,29,nope still market
ham,i realise you are a busy guy and i m trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr day,143,realis busi guy tri bother get exam outta way tri car gr day
ham,hey what how about your project started aha da ,48,hey project start aha da
ham,ok cool see ya then ,21,ok cool see ya
ham,am on the uworld site am i buying the qbank only or am i buying it with the self assessment also ,98,uworld site buy qbank buy self assess also
spam,someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline box sk ch ,155,someonon know tri contact via date servic find could call mobil landlin box sk ch
ham,yeah i can still give you a ride,32,yeah still give ride
ham,jay wants to work out first how s sound ,43,jay want work first sound
ham,gud gud k chikku tke care sleep well gud nyt,48,gud gud k chikku tke care sleep well gud nyt
ham,hmm thinking lor ,19,hmm think lor
ham,of course don t tease me you know i simply must see grins do keep me posted my prey loving smile devouring kiss ,133,cours teas know simpli must see grin keep post prey love smile devour kiss
ham,thanks for the temales it was wonderful thank have a great week ,66,thank temal wonder thank great week
ham,thank you princess i want to see your nice juicy booty ,58,thank princess want see nice juici booti
ham,haven t eaten all day i m sitting here staring at this juicy pizza and i can t eat it these meds are ruining my life ,119,eaten day sit stare juici pizza eat med ruin life
ham,u come n search tat vid not finishd ,38,u come n search tat vid finishd
ham,k i m leaving soon be there a little after ,45,k leav soon littl
spam,urgent please call from a landline å cash or a holiday await collection t cs sae po box m xy ,127,urgent pleas call landlin å cash holiday await collect cs sae po box xy
ham,yeah work is fine started last week all the same stuff as before dull but easy and guys are fun ,99,yeah work fine start last week stuff dull easi guy fun
ham,you do your studies alone without anyones help if you cant no need to study ,77,studi alon without anyon help cant need studi
ham,please tell me not all of my car keys are in your purse,55,pleas tell car key purs
ham,i didnt get anything da,23,didnt get anyth da
ham,ok sweet dreams ,21,ok sweet dream
ham,well she s in for a big surprise ,33,well big surpris
ham, in cbe in chennai ,23,cbe chennai
ham,can help u swoop by picking u up from wherever ur other birds r meeting if u want ,82,help u swoop pick u wherev ur bird r meet u want
ham,if anyone calls for a treadmill say you ll buy it make sure its working i found an ad on craigslist selling for lt gt ,127,anyon call treadmil say buy make sure work found ad craigslist sell lt gt
ham,i absolutely love south park i only recently started watching the office ,74,absolut love south park recent start watch offic
ham,did you see that film ,23,see film
ham,pls speak with me i wont ask anything other then you friendship ,65,pl speak wont ask anyth friendship
ham,gud ni swt drms take care,26,gud ni swt drm take care
ham,hi darlin its kate are u up for doin somethin tonight im going to a pub called the swan or something with my parents for one drink so phone me if u can,152,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u
ham,anything lar then ì not going home dinner ,45,anyth lar ì go home dinner
ham, er,3,er
spam,if you don t your prize will go to another customer t c at www t c biz p min polo ltd suite london w j hl please call back if busy ,145,prize go anoth custom c www c biz p min polo ltd suit london w j hl pleas call back busi
ham,did u fix the teeth if not do it asap ok take care ,51,u fix teeth asap ok take care
ham,so u wan come for our dinner tonight a not ,45,u wan come dinner tonight
ham,hello how u doing what u been up when will u b moving out of the flat cos i will need to arrange to pick up the lamp etc take care hello caroline ,152,hello u u u b move flat co need arrang pick lamp etc take care hello carolin
ham,its too late but its k wish you the same ,42,late k wish
ham,hi hope ur day good back from walk table booked for half eight let me know when ur coming over ,101,hi hope ur day good back walk tabl book half eight let know ur come
ham,oh yeah clearly it s my fault,29,oh yeah clearli fault
ham,dunno leh cant remember mayb lor so wat time r we meeting tmr ,63,dunno leh cant rememb mayb lor wat time r meet tmr
ham,best msg it s hard to be with a person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night ,168,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night
spam,urgent your mobile number has been awarded with a å prize guaranteed call from land line claim valid hrs only ppm,144,urgent mobil number award å prize guarante call land line claim valid hr ppm
ham,vikky come around lt time gt ,35,vikki come around lt time gt
ham,and how you will do that princess ,38,princess
ham,i have gone into get info bt dont know what to do,49,gone get info bt dont know
ham,yeah probably here for a while,31,yeah probabl
ham,i m still pretty weak today bad day ,40,still pretti weak today bad day
ham,hey don t forget you are mine for me my possession my property mmm childish smile ,113,hey forget mine possess properti mmm childish smile
ham,an excellent thought by a misundrstud frnd i knw u hate me bt the day wen u ll knw the truth u ll hate urself gn ,119,excel thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn
ham,hey congrats u id luv but ive had go home ,50,hey congrat u id luv ive go home
ham,dear where you call me,23,dear call
ham,xy trying smth now u eat already we havent ,47,xy tri smth u eat alreadi havent
spam,urgent please call from landline å cash or a luxury canary islands holiday await collection t cs sae po box m xy ppm ,155,urgent pleas call landlin å cash luxuri canari island holiday await collect cs sae po box xy ppm
ham,i donno its in your genes or something,38,donno gene someth
spam,xmas iscoming ur awarded either å cd gift vouchers free entry r å weekly draw txt music to tnc www ldew com win ppmx age subscription ,157,xma iscom ur award either å cd gift voucher free entri r å weekli draw txt music tnc www ldew com win ppmx age subscript
